NAME,POS,TEAM,DEPTH,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Week 17,Week 18,Avg,TM SNAP %,DEPTH_ranking,Avg_ranking,TM SNAP %_ranking,depth_score,TM_SNAP,avg_norm,rating,games,max_team_rating,team_relative_rating,final_rating,height,weight,headshot_url
Kelvin Beachum,OT,ARI,1.0,39.0,66.0,,59.0,58.0,58.0,57.0,66.0,58.0,59.0,,,1.0,2.0,10.0,70.0,79.0,60.0,46,67.7,1.0,173.0,157.0,1.0,0.677,0.647887323943662,0.6645551643192488,15,0.9079862284820032,0.731900048121072,0.5623300336847504,75.0,308.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu"
Jordan Mailata,OT,PHI,1.0,76.0,,72.0,57.0,,49.0,,,,,71.0,73.0,56.0,58.0,80.0,74.0,65.0,,66,90.8,1.0,18.0,89.0,1.0,0.9079999999999999,0.9295774647887324,0.5813336463223787,11,0.7964776995305165,0.7298806315167965,0.5609164420617576,80.0,344.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pndl9j9f69gqvpciyegg"
Luke Goedeke,OT,TB,1.0,64.0,,,,,77.0,82.0,73.0,55.0,61.0,,65.0,80.0,62.0,72.0,72.0,77.0,67.0,69,79.4,1.0,2.0,128.0,1.0,0.794,0.971830985915493,0.6714856025039123,13,0.9222247261345853,0.7281149414832744,0.5596804590382921,77.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pkqkhncqemqza7nrnxqy"
Cesar Ruiz,C,NO,1.0,60.0,59.0,55.0,,,,,73.0,79.0,53.0,60.0,,70.0,68.0,55.0,56.0,60.0,66.0,62,74.8,1.0,85.0,144.0,1.0,0.748,0.8732394366197183,0.6401574334898279,13,0.9079862284820032,0.7050298929754265,0.5435209250827986,76.0,319.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ohyhxm9glbni6f8kqsjp"
Isaac Seumalo,G,PIT,1.0,,,,,58.0,58.0,68.0,65.0,,76.0,76.0,69.0,67.0,65.0,43.0,60.0,63.0,61.0,63,73.4,1.0,61.0,147.0,1.0,0.7340000000000001,0.8873239436619719,0.6401757433489829,13,0.9165341158059467,0.6984745382729693,0.5389321767910785,76.0,303.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c5dr4qxx5vsono44tj6j"
Cordell Volson,G,CIN,2.0,51.0,64.0,62.0,67.0,67.0,53.0,55.0,58.0,74.0,82.0,82.0,,,71.0,69.0,56.0,,74.0,57,86.6,161.0,137.0,106.0,0.6666666666666667,0.866,0.8028169014084507,0.6394264475743349,15,0.9244913928012518,0.6916521371138384,0.5341564959796868,78.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ieayxjp8ybitkojsygff"
Teven Jenkins,G,CHI,1.0,56.0,70.0,90.0,11.0,38.0,63.0,,46.0,74.0,19.0,,76.0,67.0,49.0,64.0,15.0,,,52,65.0,1.0,158.0,160.0,1.0,0.65,0.7323943661971831,0.6336697965571205,14,0.921091392801252,0.6879553988991083,0.5315687792293757,78.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdy8shimsxzrjrww5pfx"
Cody Ford,G,CIN,1.0,,5.0,,14.0,26.0,1.0,37.0,29.0,74.0,82.0,82.0,,62.0,71.0,,56.0,90.0,60.0,43,60.6,1.0,180.0,166.0,1.0,0.606,0.6056338028169014,0.5938256651017214,14,0.9244913928012518,0.6423268726195515,0.499628810833686,75.0,329.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvlrnep8pest5wubog4f"
Jack Conklin,OT,CLE,1.0,,,,,,57.0,57.0,69.0,79.0,,73.0,58.0,86.0,72.0,62.0,66.0,79.0,59.0,68,69.2,1.0,5.0,153.0,1.0,0.6920000000000001,0.9577464788732394,0.5966159624413145,12,0.9356132237871675,0.6376737173790012,0.49637160216530085,78.0,308.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n8bh3p91qk6myrjqmast"
Tyler Guyton,OT,DAL,1.0,63.0,70.0,80.0,56.0,23.0,,,62.0,74.0,,60.0,46.0,14.0,,58.0,7.0,32.0,25.0,44,57.2,1.0,179.0,171.0,1.0,0.5720000000000001,0.6197183098591549,0.589178716744914,14,0.9324726134585288,0.6318455987245113,0.49229191910715786,79.0,328.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbhyplu9szg8sy5g9yjq"
Rob Havenstein,OL,LAR,1.0,,52.0,58.0,61.0,78.0,,55.0,72.0,58.0,,,,56.0,77.0,65.0,52.0,,,62,62.8,1.0,85.0,163.0,1.0,0.628,0.8732394366197183,0.5196716744913928,11,0.8463311424100155,0.6140287748499648,0.4798201423949753,80.0,328.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfeuxunpltlxtmgko6kh"
Steve Avila,OL,LAR,1.0,37.0,,,,,,,,,70.0,52.0,64.0,56.0,77.0,65.0,52.0,57.0,66.0,59,93.6,1.0,121.0,67.0,1.0,0.9359999999999999,0.8309859154929577,0.5167198748043819,10,0.8463311424100155,0.6105410151078319,0.47737871057548226,75.0,330.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v0pkg3zhgrvnihpq5puw"
Ben Brown,C,NE,1.0,,,,,,66.0,60.0,67.0,69.0,64.0,76.0,69.0,72.0,,51.0,73.0,,,66,92.6,1.0,18.0,77.0,1.0,0.9259999999999999,0.9295774647887324,0.5314851330203443,10,0.8818477308294209,0.602694903484592,0.47188643243921435,77.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hbn5ev3uw1zh3esm7pgq"
Morgan Moses,OL,NYJ,2.0,51.0,57.0,60.0,,,63.0,57.0,62.0,58.0,58.0,51.0,,17.0,33.0,58.0,69.0,28.0,,51,67.7,161.0,162.0,157.0,0.6666666666666667,0.677,0.7183098591549296,0.532979707876891,14,0.9085289514866979,0.5866403123474866,0.46064821864324057,78.0,330.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/khyevhgzhclf9cnfglhb"
Tyron Smith,OL,NYJ,1.0,51.0,57.0,73.0,74.0,72.0,63.0,57.0,62.0,58.0,25.0,,,,,,,,,59,87.6,1.0,121.0,105.0,1.0,0.8759999999999999,0.8309859154929577,0.5067198748043819,10,0.9085289514866979,0.5577366290586513,0.44041564034105585,77.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w7doljwg9c9jqwejqf8b"
Walker Little,OT,JAX,1.0,,1.0,24.0,,4.0,3.0,56.0,57.0,54.0,44.0,48.0,,70.0,59.0,83.0,5.0,,,33,49.2,1.0,200.0,182.0,1.0,0.49200000000000005,0.4647887323943662,0.49619311424100165,13,0.897147730829421,0.5530784921924361,0.4371549445347052,79.0,325.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zc3gxuqbi3mg4kb6wgvp"
Ryan Kelly,C,IND,1.0,45.0,56.0,56.0,,,47.0,62.0,64.0,54.0,,,,,,,62.0,77.0,78.0,60,79.1,1.0,105.0,130.0,1.0,0.7909999999999999,0.8450704225352113,0.49490062597809076,10,0.9113862284820031,0.5430196447036433,0.43011375129255025,76.0,309.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xq2zagghtp8t2kcqsqok"
Trent Williams,OT,SF,1.0,70.0,70.0,69.0,63.0,64.0,64.0,54.0,68.0,,64.0,63.0,,,,,,,,64,69.1,1.0,49.0,154.0,1.0,0.691,0.9014084507042254,0.4876236306729264,10,0.9108195618153364,0.5353679818877116,0.4247575873213981,77.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pngn7zttto574ellwslr"
Orlando Brown Jr.,OT,CIN,1.0,51.0,64.0,62.0,67.0,67.0,53.0,18.0,29.0,,,,,62.0,,,,90.0,74.0,57,56.0,1.0,137.0,174.0,1.0,0.56,0.8028169014084507,0.49429420970266047,11,0.9244913928012518,0.534666102412188,0.4242662716885316,,,
Zack Martin,G,DAL,1.0,62.0,62.0,80.0,53.0,72.0,51.0,,62.0,77.0,54.0,66.0,,,,,,,,63,76.3,1.0,61.0,143.0,1.0,0.763,0.8873239436619719,0.49727621283255086,10,0.9324726134585288,0.5332877402030713,0.4233014181421499,76.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c9giqcqfhdypuhzgdzv4"
Braxton Jones,OT,CHI,2.0,56.0,70.0,89.0,60.0,72.0,63.0,,18.0,,,72.0,76.0,67.0,53.0,,24.0,,,60,71.1,161.0,105.0,152.0,0.6666666666666667,0.711,0.8450704225352113,0.48899186228482006,12,0.921091392801252,0.530883109001467,0.4216181763010268,77.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omqffjnvwdlm8y5ymyfb"
Nicholas Petit-Frere,OT,TEN,1.0,64.0,66.0,37.0,65.0,,,69.0,,,,30.0,67.0,55.0,64.0,70.0,34.0,,,41,56.8,1.0,182.0,172.0,1.0,0.568,0.5774647887323944,0.4544463223787168,11,0.9165101721439749,0.4958442755912235,0.3970909929138564,77.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbfr1pfxbihhuarcuqjz"
Lucas Patrick,OL,NO,1.0,36.0,59.0,56.0,74.0,44.0,,,73.0,43.0,,,,,68.0,55.0,55.0,,,51,58.5,1.0,162.0,169.0,1.0,0.585,0.7183098591549296,0.4394405320813772,10,0.9079862284820032,0.48397268405275945,0.3887808788369316,75.0,313.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zz7z5eaqcka3wktrdfhy"
Olu Fashanu,OL,NYJ,1.0,,,14.0,74.0,72.0,,,1.0,37.0,33.0,51.0,,68.0,68.0,58.0,57.0,,,35,56.8,1.0,194.0,172.0,1.0,0.568,0.49295774647887325,0.43895336463223794,11,0.9085289514866979,0.4831473602618208,0.38820315218327456,,,
Cade Mays,G,CAR,1.0,,,,,,,,10.0,53.0,60.0,,62.0,70.0,71.0,55.0,,47.0,67.0,45,68.5,1.0,177.0,155.0,1.0,0.685,0.6338028169014085,0.39782042253521127,9,0.8302410015649453,0.4791625826541306,0.38541380785789137,78.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i1nq19vdao0owbrocuji"
Alec Anderson,OT,BUF,2.0,10.0,13.0,16.0,19.0,17.0,15.0,6.0,21.0,11.0,6.0,6.0,,32.0,9.0,13.0,11.0,19.0,67.0,17,26.7,161.0,245.0,226.0,0.6666666666666667,0.267,0.23943661971830985,0.39534222743870634,17,0.8254184663536775,0.4789597562375216,0.3852718293662651,77.0,305.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lptnr0wgrndie9wjvnpu"
Drew Dalman,OL,ATL,1.0,56.0,,19.0,,,,,,,,,,81.0,74.0,58.0,62.0,64.0,79.0,61,83.9,1.0,98.0,117.0,1.0,0.8390000000000001,0.8591549295774648,0.4041984350547731,8,0.8604870109546165,0.4697321748138406,0.3788125223696884,75.0,300.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q8wcgmyfatx1kpobqyxg"
Andre James,C,OAK,2.0,60.0,63.0,64.0,59.0,70.0,63.0,79.0,42.0,,,,,,,,74.0,77.0,51.0,54,62.5,161.0,153.0,164.0,0.6666666666666667,0.625,0.7605633802816901,0.41698291601460624,11,0.9003362284820031,0.4631413274545814,0.37419892921820697,76.0,300.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g1fzdfbj74z9yxktrpja"
Layden Robinson,G,NE,2.0,65.0,68.0,52.0,64.0,,,19.0,,21.0,,,,72.0,,51.0,73.0,53.0,64.0,50,55.1,161.0,166.0,175.0,0.6666666666666667,0.551,0.704225352112676,0.39308761085028693,11,0.8818477308294209,0.4457545187314468,0.3620281631120127,75.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uyv5jeg3rwoeyzd5dd5t"
Jarrett Patterson,OL,HOU,1.0,,62.0,,,,,,10.0,,68.0,64.0,56.0,63.0,,50.0,59.0,56.0,60.0,36,49.5,1.0,191.0,181.0,1.0,0.495,0.5070422535211268,0.38922926447574335,10,0.8804310641627544,0.4420894267808244,0.35946259874657704,76.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ouutdxlonas7uzlbbzcx"
Isaiah Adams,G,ARI,1.0,,6.0,,,,23.0,20.0,26.0,17.0,,,,15.0,71.0,70.0,70.0,79.0,65.0,30,42.2,1.0,210.0,191.0,1.0,0.42200000000000004,0.4225352112676056,0.39927589984350553,11,0.9079862284820032,0.4397378366751511,0.3578164856726057,76.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rhybx6nvxy34zkz15wpx"
Matt Goncalves,OT,IND,1.0,,,,,,,3.0,,54.0,51.0,70.0,55.0,62.0,,76.0,62.0,77.0,56.0,33,52.1,1.0,200.0,176.0,1.0,0.521,0.4647887323943662,0.38652034428794996,10,0.9113862284820031,0.4241015852650471,0.3468711096855329,78.0,330.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqqcyysmrmpbkam4pubq"
Tyler Steen,OL,PHI,2.0,,,58.0,7.0,,1.0,51.0,59.0,,14.0,8.0,2.0,9.0,1.0,49.0,1.0,16.0,40.0,18,27.3,161.0,240.0,223.0,0.6666666666666667,0.273,0.2535211267605634,0.33026233698487223,14,0.7964776995305165,0.4146535893968472,0.340257512577793,78.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/htwibnnynfrip0ntyc7z"
Dalton Risner,G,MIN,1.0,,,,,,,,,,,73.0,71.0,53.0,60.0,77.0,66.0,72.0,65.0,53,77.4,1.0,156.0,140.0,1.0,0.774,0.7464788732394366,0.38050829420970267,8,0.9205007824726134,0.4133709622577355,0.3393596735804148,77.0,312.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eoq3rmcid2utuq23ixzl"
Dan Skipper,OT,DET,2.0,2.0,1.0,15.0,4.0,,11.0,,6.0,4.0,65.0,16.0,15.0,69.0,80.0,5.0,6.0,11.0,13.0,19,28.2,161.0,237.0,218.0,0.6666666666666667,0.282,0.2676056338028169,0.38359853938445493,16,0.9281986697965571,0.4132720201684109,0.33929041411788763,81.0,325.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mmfnkf08m0wuj8slyb4c"
Olu Oluwatimi,C,SEA,1.0,,,,,,,,3.0,1.0,,60.0,64.0,64.0,64.0,11.0,64.0,52.0,55.0,36,39.8,1.0,191.0,196.0,1.0,0.39799999999999996,0.5070422535211268,0.3730625978090767,10,0.915660172143975,0.4074247293464433,0.3351973105425103,75.0,307.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/se7xvxga7as4zvc1dwwe"
Jordan Meredith,G,OAK,1.0,,,,,,43.0,79.0,58.0,61.0,,65.0,70.0,68.0,67.0,63.0,,,,41,51.1,1.0,182.0,178.0,1.0,0.511,0.5774647887323944,0.36326971830985916,9,0.9003362284820031,0.40348228452646406,0.33243759916852483,74.0,300.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ao31l26cmbljajnmrqcn"
Evan Neal,OT,NYG,1.0,,,,,,,,1.0,1.0,75.0,,59.0,63.0,78.0,68.0,59.0,56.0,,51,40.9,1.0,162.0,194.0,1.0,0.409,0.7183098591549296,0.3690964788732395,9,0.9244913928012518,0.3992427422767669,0.32946991959373684,79.0,360.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivl7gzpswn4mos0mnzb9"
Abraham Lucas,OT,SEA,1.0,,,,,,,,,,,42.0,64.0,64.0,64.0,59.0,64.0,52.0,,58,95.8,1.0,129.0,56.0,1.0,0.958,0.8169014084507042,0.3626273865414711,7,0.915660172143975,0.39602834935191755,0.32721984454634223,78.0,319.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rsaofsejp83nb68f0lhh"
Fred Johnson,OT,PHI,2.0,,,54.0,57.0,,13.0,66.0,61.0,78.0,68.0,,2.0,,,6.0,,7.0,68.0,28,41.6,161.0,215.0,192.0,0.6666666666666667,0.41600000000000004,0.39436619718309857,0.31153009911319773,11,0.7964776995305165,0.3911347414960005,0.32379431904720035,79.0,326.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/unogqelkwjhl0qwfbyu5"
Christian Darrisaw,OT,MIN,1.0,55.0,54.0,57.0,68.0,73.0,,60.0,25.0,,,,,,,,,,,56,92.7,1.0,144.0,76.0,1.0,0.927,0.7887323943661971,0.3557243348982786,7,0.9205007824726134,0.3864465317919076,0.32051257225433527,77.0,314.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sd55s8v5eiaq9i3sr9gk"
Brady Christensen,G,CAR,2.0,2.0,,7.0,3.0,19.0,66.0,43.0,61.0,53.0,60.0,,8.0,,,,68.0,,9.0,23,38.6,161.0,223.0,198.0,0.6666666666666667,0.386,0.323943661971831,0.31976651017214397,12,0.8302410015649453,0.3851490224758917,0.3196043157331242,78.0,297.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/epvur33fad0z5oqjnj0z"
Kenyon Green,G,HOU,3.0,79.0,62.0,67.0,73.0,68.0,66.0,64.0,61.0,22.0,,,,,,,,6.0,15.0,48,72.3,283.0,169.0,149.0,0.33333333333333337,0.723,0.676056338028169,0.3379751434533125,11,0.8804310641627544,0.38387462370459385,0.3187122365932157,76.0,325.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/exwvyo67ysvnnoouec2g"
Jamaree Salyer,OL,LAC,2.0,,,17.0,56.0,,48.0,1.0,1.0,,48.0,4.0,2.0,2.0,3.0,23.0,5.0,55.0,75.0,20,31.9,161.0,234.0,210.0,0.6666666666666667,0.319,0.28169014084507044,0.3475684402712572,14,0.9059789514866979,0.3836385378500269,0.3185469764950188,76.0,325.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t0sga5jzcm6yx7tscuu3"
Matt Peart,OT,DEN,2.0,18.0,5.0,5.0,4.0,37.0,55.0,5.0,4.0,10.0,4.0,6.0,9.0,6.0,,5.0,4.0,2.0,12.0,11,17.3,161.0,270.0,255.0,0.6666666666666667,0.17300000000000001,0.15492957746478872,0.34476523213354204,17,0.9128268388106415,0.37768963123690624,0.3143827418658343,79.0,303.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbqihj3nywpxfu2rvioo"
Mike Caliendo,G,KC,1.0,,,3.0,2.0,,,,1.0,4.0,,4.0,1.0,7.0,1.0,75.0,74.0,62.0,3.0,13,20.6,1.0,257.0,239.0,1.0,0.20600000000000002,0.18309859154929578,0.34448638497652584,12,0.9128507824726134,0.37737425611163433,0.314161979278144,76.0,300.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uqqcokvjnduey0dqht4c"
Brock Hoffman,C,DAL,2.0,1.0,,,,4.0,18.0,,,,6.0,13.0,66.0,76.0,60.0,73.0,60.0,62.0,78.0,30,44.2,161.0,210.0,188.0,0.6666666666666667,0.442,0.4225352112676056,0.3506848200312989,12,0.9324726134585288,0.3760805571872116,0.3132563900310481,76.0,317.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tngkrkjlnze42od5bjwo"
Kendall Lamm,OT,MIA,1.0,,30.0,41.0,,,,,,,51.0,68.0,68.0,54.0,72.0,,67.0,60.0,,34,47.8,1.0,199.0,187.0,1.0,0.478,0.4788732394366197,0.3435309859154929,9,0.9244913928012518,0.3715891663140076,0.3101124164198053,77.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbt4yhecwuv2usfmdz94"
Nick Saldiveri,OL,NO,1.0,,6.0,1.0,,38.0,70.0,25.0,,36.0,53.0,60.0,,55.0,,,,,,31,43.9,1.0,206.0,189.0,1.0,0.439,0.43661971830985913,0.3313429577464789,9,0.9079862284820032,0.3649206864077965,0.3054444804854575,78.0,316.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nmjx7x7uygi4zeyopj8v"
Ryan Neuzil,OL,ATL,2.0,,,42.0,56.0,87.0,70.0,61.0,62.0,57.0,78.0,59.0,,,,,5.0,,,33,50.5,161.0,200.0,179.0,0.6666666666666667,0.505,0.4647887323943662,0.3097796035472092,10,0.8604870109546165,0.36000497346676097,0.30200348142673267,75.0,290.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gatipnghfhvdbdxl62hg"
Cornelius Lucas,OT,WAS,2.0,45.0,50.0,30.0,37.0,34.0,29.0,54.0,46.0,,,,,83.0,,,10.0,49.0,,33,40.2,161.0,200.0,195.0,0.6666666666666667,0.402,0.4647887323943662,0.3218742305685968,11,0.9256486697965571,0.34772829159830115,0.2934098041188108,80.0,328.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bjfmauv8ulnyzcaefjet"
Jaylon Moore,OT,SF,1.0,2.0,,2.0,,,1.0,9.0,,,,12.0,49.0,48.0,61.0,54.0,33.0,,,18,28.9,1.0,240.0,217.0,1.0,0.289,0.2535211267605634,0.31264241001564946,10,0.9108195618153364,0.34325394745862514,0.2902777632210376,76.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w9wrd4esthfzt3tfjwxa"
Spencer Anderson,G,PIT,2.0,68.0,66.0,56.0,64.0,1.0,11.0,1.0,1.0,,4.0,7.0,2.0,,,,,13.0,14.0,19,27.3,161.0,237.0,223.0,0.6666666666666667,0.273,0.2676056338028169,0.3097238132498696,13,0.9165341158059467,0.3379293884521871,0.286550571916531,77.0,330.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nufwxiinxzmj1q1hbh6d"
Germain Ifedi,G,CLE,2.0,2.0,11.0,,,,,,,,,43.0,58.0,86.0,72.0,62.0,66.0,79.0,59.0,35,48.3,161.0,194.0,185.0,0.6666666666666667,0.483,0.49295774647887325,0.31080777256129377,10,0.9356132237871675,0.3321968572688708,0.28253780008820956,77.0,325.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qqjiis2ybfqh1gkc5jgm"
Dalton Tucker,G,IND,1.0,,,,,25.0,70.0,62.0,64.0,54.0,64.0,70.0,55.0,,,,,,,33,42.7,1.0,200.0,190.0,1.0,0.42700000000000005,0.4647887323943662,0.2966829420970266,8,0.9113862284820031,0.3255293231621232,0.27787052621348624,78.0,319.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e85zt1uikq5qdmykl4ka"
Chandler Zavala,G,CAR,2.0,,,22.0,70.0,2.0,2.0,2.0,,4.0,4.0,,,1.0,7.0,2.0,13.0,2.0,67.0,11,19.1,161.0,270.0,247.0,0.6666666666666667,0.191,0.15492957746478872,0.26754400104329684,13,0.8302410015649453,0.3222486007544742,0.2755740205281319,75.0,309.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/akan9aj8mkvozjnsrsip"
Landon Young,OT,NO,2.0,31.0,7.0,1.0,74.0,53.0,70.0,70.0,,,,,,15.0,,,3.0,3.0,66.0,23,36.1,161.0,223.0,201.0,0.6666666666666667,0.361,0.323943661971831,0.2885359676577987,11,0.9079862284820032,0.3177757091538505,0.2724429964076953,79.0,305.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbxcghh3ioojrmzoty0o"
Ed Ingram,G,MIN,2.0,55.0,54.0,63.0,68.0,73.0,,60.0,50.0,73.0,84.0,,,,,,,,,36,51.9,161.0,191.0,177.0,0.6666666666666667,0.519,0.5070422535211268,0.28723967136150236,9,0.9205007824726134,0.3120471778306699,0.2684330244814689,75.0,295.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/av1fdbunehuhkvts66l6"
Sidy Sow,G,NE,1.0,,,,64.0,,8.0,41.0,1.0,4.0,6.0,7.0,20.0,3.0,,1.0,,,,12,14.2,1.0,266.0,264.0,1.0,0.142,0.16901408450704225,0.27405790297339594,10,0.8818477308294209,0.31077689876871495,0.26754382913810043,77.0,334.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ltixfg1iyt6cyi9forat"
Larry Borom,OT,CHI,1.0,,,,,,,,,74.0,60.0,,,30.0,,3.0,40.0,61.0,62.0,41,50.3,1.0,182.0,180.0,1.0,0.503,0.5774647887323944,0.28160978090766825,7,0.921091392801252,0.3057348956993592,0.2640144269895514,77.0,332.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iun7ogjgipgkkupqhkv2"
Dawand Jones,OT,CLE,3.0,74.0,61.0,52.0,59.0,62.0,,27.0,69.0,77.0,,30.0,,,,,,,,51,73.2,283.0,162.0,148.0,0.33333333333333337,0.732,0.7183098591549296,0.2842131455399061,9,0.9356132237871675,0.30377204844269995,0.26264043390988995,80.0,359.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ps6l0f41kjvxmjmtrsry"
John Ojukwu,OT,TEN,2.0,,,,5.0,,,,29.0,30.0,21.0,,1.0,2.0,10.0,13.0,35.0,56.0,62.0,24,27.4,161.0,222.0,221.0,0.6666666666666667,0.27399999999999997,0.3380281690140845,0.27516812728221185,11,0.9165101721439749,0.30023466803267035,0.26016426762286926,77.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nn9mhsypnavfekaqz5mc"
Shane Lemieux,C,NO,1.0,,,,74.0,,,,,,,19.0,,70.0,,,49.0,60.0,66.0,48,60.1,1.0,169.0,167.0,1.0,0.601,0.676056338028169,0.2610389671361502,6,0.9079862284820032,0.28749220962586897,0.25124454673810825,76.0,317.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tib2sr0owg8wvtuvu8z7"
Trent Scott,OT,WAS,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,30.0,1.0,64.0,,29.0,,,3.0,,35.0,20.0,11,16.5,161.0,270.0,258.0,0.6666666666666667,0.165,0.15492957746478872,0.2619106677099635,13,0.9256486697965571,0.2829482461931559,0.2480637723352091,77.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5tyxvb4cdtzumhdzbd0"
Jonah Williams,OT,ARI,2.0,22.0,,,,,,,,,,,58.0,82.0,71.0,70.0,40.0,,,57,83.3,161.0,137.0,118.0,0.6666666666666667,0.833,0.8028169014084507,0.25247057902973397,6,0.9079862284820032,0.2780555157227675,0.24463886100593724,77.0,305.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qmrfmm7wdqr9jtfqt5jw"
Jonah Williams,OT,ARI,2.0,22.0,,,,,,,,,,,58.0,82.0,71.0,70.0,40.0,,,57,83.3,161.0,137.0,118.0,0.6666666666666667,0.833,0.8028169014084507,0.25247057902973397,6,0.9079862284820032,0.2780555157227675,0.24463886100593724,77.0,275.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnujz4p4sshj5xv6nmjp"
Sataoa Laumea,G,SEA,1.0,,,,,,,,,,,,,64.0,64.0,59.0,64.0,52.0,55.0,59,32.5,1.0,121.0,208.0,1.0,0.325,0.8309859154929577,0.2489319248826291,6,0.915660172143975,0.2718606011876292,0.24030242083134046,76.0,311.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jwewnwoxvl3bq5ob0ass"
Erik McCoy,OL,NO,2.0,66.0,53.0,3.0,,,,,,,,41.0,,,68.0,55.0,7.0,,,41,59.8,161.0,182.0,168.0,0.6666666666666667,0.598,0.5774647887323944,0.24084126238914974,7,0.9079862284820032,0.2652477040227746,0.23567339281594218,76.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wgwif9k1yoanokvm1fvk"
